"riactivityId","riactivityTypeName","year","date","domainName","interventionAreaName"
"docdbRS1307U","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20080363A","Patent",2010,"2010-01-01","Energy","Energy supply"
"docdbRS20090179A","Patent",2011,"2011-01-01","ICT","Advanced computing and Big Data"
"docdbRS20060122A","Patent",2007,"2007-01-01","Heavy machinery","Cultural heritage"
"docdbRS845U","Patent",2007,"2007-01-01","Process industries and materials","Advanced materials"
"docdbWO2007088121A1","Patent",2007,"2007-01-01","ICT","Next generation internet"
"docdbRS20100494A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2012065234A2","Patent",2012,"2012-01-01","Energy","Low-carbon and clean industries"
"CORDIS-97622","FP7",2011,"2011-01-01","Health & wellbeing","Infectious diseases"
"docdbRS20090011A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20100504A2","Patent",2012,"2012-01-01","Energy","Energy supply"
"docdbRS20060357A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120065A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS916U","Patent",2008,"2008-01-01","Food","Low-carbon and clean industries"
"docdbWO2010137933A1","Patent",2010,"2010-01-01","Transport","Clean transport and mobility"
"docdbAR067810A1","Patent",2009,"2009-01-01","Energy","Energy supply"
"docdbGB2523987A","Patent",2015,"2015-01-01","Energy","Energy supply"
"583516-CREA-1-2017-1-BA-CULT-COOP1","Creative Europe",2017,"2017-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20110375A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2013110290A1","Patent",2013,"2013-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20060230A","Patent",2008,"2008-01-01","Process industries and materials","Advanced materials"
"docdbRS20090419A","Patent",2011,"2011-01-01","Heavy machinery","Advanced materials"
"CORDIS-206356","H2020",2016,"2016-12-01","ICT","Next generation internet"
"docdbRS1317U","Patent",2013,"2013-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"559695-CREA-1-2015-1-RS-CULT-COOP1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20080460A","Patent",2011,"2011-01-01","Food","Food systems"
"docdbRS20070138A","Patent",2009,"2009-01-01","Process industries and materials","Energy supply"
"CORDIS-199885","H2020",2015,"2015-12-01","ICT","Next generation internet"
"docdbRS20050341A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20150701A1","Patent",2016,"2016-01-01","Energy","Energy supply"
"docdbWO2012069178A1","Patent",2012,"2012-01-01","Health & wellbeing","Health care systems"
"docdbRS20070391A","Patent",2009,"2009-01-01","Food","Advanced materials"
"CORDIS-211876","H2020",2017,"2017-09-01","Energy","Social and economic transformations"
"docdbRS935U","Patent",2008,"2008-01-01","No domain","No intervention area"
"docdbRS20070061A","Patent",2009,"2009-01-01","Process industries and materials","Advanced materials"
"docdbWO2010143989A2","Patent",2010,"2010-01-01","ICT","Advanced computing and Big Data"
"docdbRS20140651A1","Patent",2016,"2016-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20050121A","Patent",2007,"2007-01-01","Energy","Advanced materials"
"docdbRS994U","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbUS2015064271A1","Patent",2015,"2015-01-01","Health & wellbeing","Food systems"
"docdbRS20090352A","Patent",2010,"2010-01-01","Environmental sciences and industries","Circular systems"
"CORDIS-199922","H2020",2016,"2016-01-01","ICT","Social and economic transformations"
"docdbRS20060477A","Patent",2008,"2008-01-01","Health & wellbeing","Low-carbon and clean industries"
"docdbHRP20100612A2","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-101998","FP7",2012,"2012-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"docdbRS20080143A","Patent",2009,"2009-01-01","Environmental sciences and industries","Circular systems"
"docdbRS20100508A2","Patent",2012,"2012-01-01","Heavy machinery","Advanced computing and Big Data"
"docdbRS20070340A","Patent",2009,"2009-01-01","Electric and electronic technologies","Energy supply"
"docdbUS2011084670A1","Patent",2011,"2011-01-01","Electric and electronic technologies","Energy storage"
"docdbRS20080037A","Patent",2009,"2009-01-01","Environmental sciences and industries","Low-carbon and clean industries"
"docdbRS20040782A","Patent",2008,"2008-01-01","Food","Food systems"
"docdbRS20060646A","Patent",2009,"2009-01-01","Heavy machinery","Artificial intelligence and robotics"
"docdbRS20150698A1","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20050633A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20050022A","Patent",2007,"2007-01-01","Energy","Low-carbon and clean industries"
"docdbRS20060324A","Patent",2008,"2008-01-01","Electric and electronic technologies","Energy storage"
"561292-CREA-1-2015-1-RS-CULT-LIT1","Creative Europe",2015,"2015-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS1336U","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070269A","Patent",2009,"2009-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"EACEA-536077","Culture",2013,"2013-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS1108U","Patent",2009,"2009-01-01","Better societies - governance, culture, education and the economy","Food systems"
"docdbRS20070513A","Patent",2009,"2009-01-01","Heavy machinery","Agriculture, forestry and rural areas"
"docdbRS20080498A","Patent",2010,"2010-01-01","Food","Low-carbon and clean industries"
"docdbEP2489326A2","Patent",2012,"2012-01-01","Health & wellbeing","Low-carbon and clean industries"
"docdbRS1032U","Patent",2009,"2009-01-01","Process industries and materials","Advanced materials"
"docdbBR202012020337U2","Patent",2014,"2014-01-01","No domain","No intervention area"
"docdbRS936U","Patent",2008,"2008-01-01","Heavy machinery","Energy supply"
"docdbWO2009139612A1","Patent",2009,"2009-01-01","Heavy machinery","Clean transport and mobility"
"docdbRS20060384A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1021U","Patent",2009,"2009-01-01","Heavy machinery","Advanced materials"
"docdbRS20110521A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-111026","FP7",2014,"2014-02-01","Environmental sciences and industries","Social and economic transformations"
"CORDIS-109281","FP7",2014,"2014-01-01","Energy","Energy supply"
"552179-CREA-1-2014-1-IT-CULT-COOP1","Creative Europe",2014,"2014-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20070022A","Patent",2008,"2008-01-01","Heavy machinery","Energy supply"
"docdbUS2010043425A1","Patent",2010,"2010-01-01","Energy","Low-carbon and clean industries"
"docdbRS20110119A2","Patent",2012,"2012-01-01","ICT","Next generation internet"
"docdbRS20060459A","Patent",2008,"2008-01-01","Food","Food systems"
"docdbRS20090177A","Patent",2011,"2011-01-01","Transport","Low-carbon and clean industries"
"docdbRS20070220A","Patent",2008,"2008-01-01","Food","Agriculture, forestry and rural areas"
"docdbRS1280U","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20070383A","Patent",2009,"2009-01-01","Food","Advanced materials"
"CORDIS-97274","FP7",2011,"2011-01-01","ICT","Social and economic transformations"
"docdbRS20120538A1","Patent",2014,"2014-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20070193A","Patent",2009,"2009-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"docdbRS20090330A","Patent",2011,"2011-01-01","Heavy machinery","Health care systems"
"docdbUS2007245855A1","Patent",2007,"2007-01-01","Process industries and materials","Advanced materials"
"docdbRS20070210A","Patent",2008,"2008-01-01","Heavy machinery","Advanced materials"
"docdbRS20070092A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-93764","FP7",2010,"2010-01-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"CORDIS-193229","H2020",2014,"2014-05-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbRS20140001A1","Patent",2015,"2015-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbEP2847493A1","Patent",2015,"2015-01-01","Energy","Energy supply"
"docdbWO2011075429A1","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20100416A2","Patent",2012,"2012-01-01","ICT","Advanced computing and Big Data"
"CORDIS-91009","FP7",2009,"2009-05-01","Better societies - governance, culture, education and the economy","Energy supply"
"docdbRS20050759A","Patent",2008,"2008-01-01","Heavy machinery","Advanced materials"
"docdbRS20070514A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2008144852A1","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2008098316A1","Patent",2008,"2008-01-01","Transport","Low-carbon and clean industries"
"docdbRS20100035A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-210236","H2020",2017,"2017-05-01","ICT","Protection and Security"
"docdbRS20080090A","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-100889","FP7",2011,"2011-11-01","ICT","Next generation internet"
"docdbWO2016114680A1","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-199895","H2020",2016,"2016-02-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS20140283A1","Patent",2016,"2016-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1316U","Patent",2013,"2013-01-01","Heavy machinery","Energy supply"
"CORDIS-101810","FP7",2012,"2012-01-01","Health & wellbeing","Tools, technologies and digital solutions for health"
"CORDIS-101548","FP7",2012,"2012-01-01","Process industries and materials","Energy supply"
"docdbRS20140495A1","Patent",2016,"2016-01-01","Process industries and materials","Advanced materials"
"docdbRS20100477A2","Patent",2012,"2012-01-01","Energy","Bio-based innovation systems"
"CORDIS-200282","H2020",2016,"2016-01-01","Energy","Energy supply"
"CORDIS-101813","FP7",2012,"2012-01-01","Health & wellbeing","Health care systems"
"docdbRS20100390A2","Patent",2012,"2012-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20050336A","Patent",2007,"2007-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2009091274A2","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS20120553A1","Patent",2014,"2014-01-01","Electric and electronic technologies","Advanced computing and Big Data"
"docdbWO2008119140A1","Patent",2008,"2008-01-01","Transport","Low-carbon and clean industries"
"docdbRS20110184A1","Patent",2013,"2013-01-01","Heavy machinery","Low-carbon and clean industries"
"578164-CREA-1-2016-1-RS-CULT-LIT1","Creative Europe",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Protection and Security"
"docdbRS20110382A1","Patent",2014,"2014-01-01","Energy","Advanced materials"
"CORDIS-205866","H2020",2016,"2016-11-01","Energy","Social and economic transformations"
"docdbRS20050545A","Patent",2008,"2008-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbWO2010033044A1","Patent",2010,"2010-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1015U","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbRS1453U1","Patent",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Cultural heritage"
"docdbWO2011053376A1","Patent",2011,"2011-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20050348A","Patent",2009,"2009-01-01","Heavy machinery","Low-carbon and clean industries"
"CORDIS-205975","H2020",2016,"2016-11-01","Food","Social and economic transformations"
"docdbRS20110250A","Patent",2011,"2011-01-01","Process industries and materials","Advanced materials"
"docdbWO2008004202A2","Patent",2008,"2008-01-01","Transport","Clean transport and mobility"
"docdbRS20060477A","Patent",2008,"2008-01-01","Heavy machinery","Tools, technologies and digital solutions for health"
"CORDIS-88292","FP7",2008,"2008-08-01","ICT","Advanced computing and Big Data"
"docdbRS20100184A","Patent",2011,"2011-01-01","Process industries and materials","Low-carbon and clean industries"
"CORDIS-205212","H2020",2016,"2016-01-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"CORDIS-196618","H2020",2015,"2015-01-01","Health & wellbeing","Advanced computing and Big Data"
"docdbRS20080464A","Patent",2011,"2011-01-01","Heavy machinery","Low-carbon and clean industries"
"docdbPE04192014A1","Patent",2014,"2014-01-01","Process industries and materials","Advanced materials"
"CORDIS-198258","H2020",2015,"2015-08-01","Better societies - governance, culture, education and the economy","Social and economic transformations"
"docdbRS1166U","Patent",2010,"2010-01-01","Energy","Energy storage"
"docdbRS52604A","Patent",2007,"2007-01-01","ICT","Low-carbon and clean industries"
"docdbRS20140652A1","Patent",2016,"2016-01-01","Energy","Energy supply"
"CORDIS-101813","FP7",2012,"2012-01-01","Health & wellbeing","Noncommunicable and rare diseases"
"CORDIS-93572","FP7",2010,"2010-01-01","ICT","Low-carbon and clean industries"
"docdbRS20060483A","Patent",2008,"2008-01-01","Heavy machinery","Advanced materials"
"docdbRS20120409A1","Patent",2014,"2014-01-01","Food","Food systems"
"docdbRS20060563A","Patent",2008,"2008-01-01","Energy","Low-carbon and clean industries"
"docdbWO2013055249A1","Patent",2013,"2013-01-01","ICT","Artificial intelligence and robotics"
"docdbRS20050633A","Patent",2008,"2008-01-01","Health & wellbeing","Tools, technologies and digital solutions for health"
